evaluation,method,instance
SV,TQA_opt.json,001_19nodes_7swap_layers.json
SV,TQA_opt.json,001_19nodes_8swap_layers.json
SV,TQA_opt.json,001_19nodes_9swap_layers.json
SV,TQA_opt.json,001_20nodes_0swap_layers.json
SV,TQA_opt.json,001_20nodes_10swap_layers.json
SV,TQA_opt.json,001_20nodes_2swap_layers.json
SV,TQA_opt.json,001_20nodes_4swap_layers.json
SV,TQA_opt.json,001_20nodes_6swap_layers.json
SV,TQA_opt.json,001_20nodes_8swap_layers.json
SV,TQA_opt.json,002_15nodes_1swap_layers.json
SV,TQA_opt.json,002_15nodes_2swap_layers.json
SV,TQA_opt.json,002_15nodes_3swap_layers.json
SV,TQA_opt.json,002_15nodes_4swap_layers.json
SV,TQA_opt.json,002_15nodes_5swap_layers.json
SV,TQA_opt.json,002_15nodes_6swap_layers.json
SV,TQA_opt.json,002_15nodes_7swap_layers.json
SV,TQA_opt.json,002_15nodes_8swap_layers.json
SV,TQA_opt.json,002_15nodes_9swap_layers.json
SV,TQA_opt.json,002_16nodes_0swap_layers.json
SV,TQA_opt.json,002_16nodes_10swap_layers.json
SV,TQA_opt.json,002_16nodes_1swap_layers.json
SV,TQA_opt.json,002_16nodes_2swap_layers.json
SV,TQA_opt.json,002_16nodes_3swap_layers.json
SV,TQA_opt.json,002_16nodes_4swap_layers.json
SV,TQA_opt.json,002_16nodes_5swap_layers.json
SV,TQA_opt.json,002_16nodes_6swap_layers.json
SV,TQA_opt.json,002_16nodes_7swap_layers.json
SV,TQA_opt.json,002_16nodes_8swap_layers.json
SV,TQA_opt.json,002_16nodes_9swap_layers.json
SV,TQA_opt.json,002_17nodes_0swap_layers.json
SV,TQA_opt.json,002_17nodes_10swap_layers.json
SV,TQA_opt.json,002_17nodes_1swap_layers.json
SV,TQA_opt.json,002_17nodes_2swap_layers.json
SV,TQA_opt.json,002_17nodes_3swap_layers.json
SV,TQA_opt.json,002_17nodes_4swap_layers.json
SV,TQA_opt.json,002_17nodes_5swap_layers.json
SV,TQA_opt.json,002_17nodes_6swap_layers.json
SV,TQA_opt.json,002_17nodes_7swap_layers.json
SV,TQA_opt.json,002_17nodes_8swap_layers.json
SV,TQA_opt.json,002_17nodes_9swap_layers.json
SV,TQA_opt.json,002_18nodes_0swap_layers.json
SV,TQA_opt.json,002_18nodes_10swap_layers.json
SV,TQA_opt.json,002_18nodes_1swap_layers.json
SV,TQA_opt.json,002_18nodes_2swap_layers.json
SV,TQA_opt.json,002_18nodes_3swap_layers.json
SV,TQA_opt.json,002_18nodes_4swap_layers.json
SV,TQA_opt.json,002_18nodes_5swap_layers.json
SV,TQA_opt.json,002_18nodes_6swap_layers.json
SV,TQA_opt.json,002_18nodes_7swap_layers.json
SV,TQA_opt.json,002_18nodes_8swap_layers.json
SV,TQA_opt.json,002_18nodes_9swap_layers.json
SV,TQA_opt.json,002_19nodes_0swap_layers.json
SV,TQA_opt.json,002_19nodes_10swap_layers.json
SV,TQA_opt.json,002_19nodes_1swap_layers.json
SV,TQA_opt.json,002_19nodes_2swap_layers.json
SV,TQA_opt.json,002_19nodes_3swap_layers.json
SV,TQA_opt.json,002_19nodes_4swap_layers.json
SV,TQA_opt.json,002_19nodes_5swap_layers.json
SV,TQA_opt.json,002_19nodes_6swap_layers.json
SV,TQA_opt.json,002_19nodes_7swap_layers.json
SV,TQA_opt.json,002_19nodes_8swap_layers.json
SV,TQA_opt.json,002_19nodes_9swap_layers.json
SV,TQA_opt.json,002_20nodes_0swap_layers.json
SV,TQA_opt.json,002_20nodes_10swap_layers.json
SV,TQA_opt.json,002_20nodes_2swap_layers.json
SV,TQA_opt.json,002_20nodes_4swap_layers.json
SV,TQA_opt.json,002_20nodes_6swap_layers.json
SV,TQA_opt.json,002_20nodes_8swap_layers.json
SV,FA_opt.json,001_10nodes_0swap_layers.json
SV,FA_opt.json,001_10nodes_2swap_layers.json
SV,FA_opt.json,001_10nodes_3swap_layers.json
SV,FA_opt.json,001_10nodes_4swap_layers.json
SV,FA_opt.json,001_10nodes_5swap_layers.json
SV,FA_opt.json,001_10nodes_6swap_layers.json
SV,FA_opt.json,001_10nodes_7swap_layers.json
SV,FA_opt.json,001_10nodes_8swap_layers.json
SV,FA_opt.json,001_12nodes_0swap_layers.json
SV,FA_opt.json,001_12nodes_10swap_layers.json
SV,FA_opt.json,001_12nodes_1swap_layers.json
SV,FA_opt.json,001_12nodes_2swap_layers.json
SV,FA_opt.json,001_12nodes_3swap_layers.json
SV,FA_opt.json,001_12nodes_4swap_layers.json
SV,FA_opt.json,001_12nodes_5swap_layers.json
SV,FA_opt.json,001_12nodes_6swap_layers.json
SV,FA_opt.json,001_12nodes_7swap_layers.json
SV,FA_opt.json,001_12nodes_8swap_layers.json
SV,FA_opt.json,001_12nodes_9swap_layers.json
SV,FA_opt.json,001_13nodes_0swap_layers.json
SV,FA_opt.json,001_13nodes_10swap_layers.json
SV,FA_opt.json,001_13nodes_1swap_layers.json
SV,FA_opt.json,001_13nodes_2swap_layers.json
SV,FA_opt.json,001_13nodes_3swap_layers.json
SV,FA_opt.json,001_13nodes_4swap_layers.json
SV,FA_opt.json,001_13nodes_5swap_layers.json
SV,FA_opt.json,001_13nodes_6swap_layers.json
SV,FA_opt.json,001_13nodes_7swap_layers.json
SV,FA_opt.json,001_13nodes_8swap_layers.json
SV,FA_opt.json,001_13nodes_9swap_layers.json
SV,FA_opt.json,001_14nodes_0swap_layers.json
SV,FA_opt.json,001_14nodes_10swap_layers.json
SV,FA_opt.json,001_14nodes_1swap_layers.json
SV,FA_opt.json,001_14nodes_2swap_layers.json
SV,FA_opt.json,001_14nodes_3swap_layers.json
SV,FA_opt.json,001_14nodes_4swap_layers.json
SV,FA_opt.json,001_14nodes_5swap_layers.json
SV,FA_opt.json,001_14nodes_6swap_layers.json
SV,FA_opt.json,001_14nodes_7swap_layers.json
SV,FA_opt.json,001_14nodes_8swap_layers.json
SV,FA_opt.json,001_14nodes_9swap_layers.json
SV,FA_opt.json,001_15nodes_0swap_layers.json
SV,FA_opt.json,001_15nodes_10swap_layers.json
SV,FA_opt.json,001_15nodes_1swap_layers.json
SV,FA_opt.json,001_15nodes_2swap_layers.json
SV,FA_opt.json,001_15nodes_3swap_layers.json
SV,FA_opt.json,001_15nodes_4swap_layers.json
SV,FA_opt.json,001_15nodes_5swap_layers.json
SV,FA_opt.json,001_15nodes_6swap_layers.json
SV,FA_opt.json,001_15nodes_7swap_layers.json
SV,FA_opt.json,001_15nodes_8swap_layers.json
SV,FA_opt.json,001_15nodes_9swap_layers.json
SV,FA_opt.json,001_16nodes_0swap_layers.json
SV,FA_opt.json,001_16nodes_10swap_layers.json
SV,FA_opt.json,001_16nodes_1swap_layers.json
SV,FA_opt.json,001_16nodes_2swap_layers.json
SV,FA_opt.json,001_16nodes_3swap_layers.json
SV,FA_opt.json,001_16nodes_4swap_layers.json
SV,FA_opt.json,001_16nodes_5swap_layers.json
SV,FA_opt.json,001_16nodes_6swap_layers.json
SV,FA_opt.json,001_16nodes_7swap_layers.json
SV,FA_opt.json,001_16nodes_8swap_layers.json
SV,FA_opt.json,001_16nodes_9swap_layers.json
SV,FA_opt.json,001_17nodes_0swap_layers.json
SV,FA_opt.json,001_17nodes_10swap_layers.json
SV,FA_opt.json,001_17nodes_1swap_layers.json
SV,FA_opt.json,001_17nodes_2swap_layers.json
SV,FA_opt.json,001_17nodes_3swap_layers.json
SV,FA_opt.json,001_17nodes_4swap_layers.json
SV,FA_opt.json,001_17nodes_5swap_layers.json
SV,FA_opt.json,001_17nodes_6swap_layers.json
SV,FA_opt.json,001_17nodes_7swap_layers.json
SV,FA_opt.json,001_17nodes_8swap_layers.json
SV,FA_opt.json,001_17nodes_9swap_layers.json
SV,FA_opt.json,001_18nodes_0swap_layers.json
SV,FA_opt.json,001_18nodes_10swap_layers.json
SV,FA_opt.json,001_18nodes_1swap_layers.json
SV,FA_opt.json,001_18nodes_2swap_layers.json
SV,FA_opt.json,001_18nodes_3swap_layers.json
SV,FA_opt.json,001_18nodes_4swap_layers.json
SV,FA_opt.json,001_18nodes_5swap_layers.json
SV,FA_opt.json,001_18nodes_6swap_layers.json
SV,FA_opt.json,001_18nodes_7swap_layers.json
SV,FA_opt.json,001_18nodes_8swap_layers.json
SV,FA_opt.json,001_18nodes_9swap_layers.json
SV,FA_opt.json,001_19nodes_0swap_layers.json
SV,FA_opt.json,001_19nodes_10swap_layers.json
SV,FA_opt.json,001_19nodes_1swap_layers.json
SV,FA_opt.json,001_19nodes_2swap_layers.json
SV,FA_opt.json,001_19nodes_3swap_layers.json
SV,FA_opt.json,001_19nodes_4swap_layers.json
SV,FA_opt.json,001_19nodes_5swap_layers.json
SV,FA_opt.json,001_19nodes_6swap_layers.json
SV,FA_opt.json,001_19nodes_7swap_layers.json
SV,FA_opt.json,001_19nodes_8swap_layers.json
SV,FA_opt.json,001_19nodes_9swap_layers.json
SV,FA_opt.json,001_20nodes_0swap_layers.json
SV,FA_opt.json,001_20nodes_10swap_layers.json
SV,FA_opt.json,001_20nodes_2swap_layers.json
SV,FA_opt.json,001_20nodes_4swap_layers.json
SV,FA_opt.json,001_20nodes_6swap_layers.json
SV,FA_opt.json,001_20nodes_8swap_layers.json
SV,FA_opt.json,002_14nodes_0swap_layers.json
SV,FA_opt.json,002_14nodes_10swap_layers.json
SV,FA_opt.json,002_14nodes_1swap_layers.json
SV,FA_opt.json,002_14nodes_2swap_layers.json
SV,FA_opt.json,002_14nodes_3swap_layers.json
SV,FA_opt.json,002_14nodes_4swap_layers.json
SV,FA_opt.json,002_14nodes_5swap_layers.json
SV,FA_opt.json,002_14nodes_6swap_layers.json
SV,FA_opt.json,002_14nodes_7swap_layers.json
SV,FA_opt.json,002_14nodes_8swap_layers.json
SV,FA_opt.json,002_14nodes_9swap_layers.json
SV,FA_opt.json,002_15nodes_0swap_layers.json
SV,FA_opt.json,002_15nodes_10swap_layers.json
SV,FA_opt.json,002_15nodes_1swap_layers.json
SV,FA_opt.json,002_15nodes_2swap_layers.json
SV,FA_opt.json,002_15nodes_3swap_layers.json
SV,FA_opt.json,002_15nodes_4swap_layers.json
SV,FA_opt.json,002_15nodes_5swap_layers.json
SV,FA_opt.json,002_15nodes_6swap_layers.json
SV,FA_opt.json,002_15nodes_7swap_layers.json
SV,FA_opt.json,002_15nodes_8swap_layers.json
SV,FA_opt.json,002_15nodes_9swap_layers.json
SV,FA_opt.json,002_16nodes_0swap_layers.json
SV,FA_opt.json,002_16nodes_10swap_layers.json
SV,FA_opt.json,002_16nodes_1swap_layers.json
SV,FA_opt.json,002_16nodes_2swap_layers.json
SV,FA_opt.json,002_16nodes_3swap_layers.json
SV,FA_opt.json,002_16nodes_4swap_layers.json
SV,FA_opt.json,002_16nodes_5swap_layers.json
SV,FA_opt.json,002_16nodes_6swap_layers.json
SV,FA_opt.json,002_16nodes_7swap_layers.json
SV,FA_opt.json,002_16nodes_8swap_layers.json
SV,FA_opt.json,002_16nodes_9swap_layers.json
SV,FA_opt.json,002_17nodes_0swap_layers.json
SV,FA_opt.json,002_17nodes_10swap_layers.json
SV,FA_opt.json,002_17nodes_1swap_layers.json
SV,FA_opt.json,002_17nodes_2swap_layers.json
SV,FA_opt.json,002_17nodes_3swap_layers.json
SV,FA_opt.json,002_17nodes_4swap_layers.json
SV,FA_opt.json,002_17nodes_5swap_layers.json
SV,FA_opt.json,002_17nodes_6swap_layers.json
SV,FA_opt.json,002_17nodes_7swap_layers.json
SV,FA_opt.json,002_17nodes_8swap_layers.json
SV,FA_opt.json,002_17nodes_9swap_layers.json
SV,FA_opt.json,002_18nodes_0swap_layers.json
SV,FA_opt.json,002_18nodes_10swap_layers.json
SV,FA_opt.json,002_18nodes_1swap_layers.json
SV,FA_opt.json,002_18nodes_2swap_layers.json
SV,FA_opt.json,002_18nodes_3swap_layers.json
SV,FA_opt.json,002_18nodes_4swap_layers.json
SV,FA_opt.json,002_18nodes_5swap_layers.json
SV,FA_opt.json,002_18nodes_6swap_layers.json
SV,FA_opt.json,002_18nodes_7swap_layers.json
SV,FA_opt.json,002_18nodes_8swap_layers.json
SV,FA_opt.json,002_18nodes_9swap_layers.json
SV,FA_opt.json,002_19nodes_0swap_layers.json
SV,FA_opt.json,002_19nodes_10swap_layers.json
SV,FA_opt.json,002_19nodes_1swap_layers.json
SV,FA_opt.json,002_19nodes_2swap_layers.json
SV,FA_opt.json,002_19nodes_3swap_layers.json
SV,FA_opt.json,002_19nodes_4swap_layers.json
SV,FA_opt.json,002_19nodes_5swap_layers.json
SV,FA_opt.json,002_19nodes_6swap_layers.json
SV,FA_opt.json,002_19nodes_7swap_layers.json
SV,FA_opt.json,002_19nodes_8swap_layers.json
SV,FA_opt.json,002_19nodes_9swap_layers.json
SV,FA_opt.json,002_20nodes_0swap_layers.json
SV,FA_opt.json,002_20nodes_10swap_layers.json
SV,FA_opt.json,002_20nodes_2swap_layers.json
SV,FA_opt.json,002_20nodes_4swap_layers.json
SV,FA_opt.json,002_20nodes_6swap_layers.json
SV,FA_opt.json,002_20nodes_8swap_layers.json
SV,I.json,001_16nodes_0swap_layers.json
SV,I.json,001_16nodes_1swap_layers.json
SV,I.json,001_16nodes_2swap_layers.json
SV,I.json,001_16nodes_3swap_layers.json
SV,I.json,001_16nodes_4swap_layers.json
SV,I.json,001_16nodes_5swap_layers.json
SV,I.json,001_16nodes_6swap_layers.json
SV,I.json,001_16nodes_7swap_layers.json
SV,I.json,001_16nodes_8swap_layers.json
SV,I.json,001_16nodes_9swap_layers.json
SV,I.json,001_17nodes_0swap_layers.json
SV,I.json,001_17nodes_10swap_layers.json
SV,I.json,001_17nodes_1swap_layers.json
SV,I.json,001_17nodes_2swap_layers.json
SV,I.json,001_17nodes_3swap_layers.json
SV,I.json,001_17nodes_4swap_layers.json
SV,I.json,001_17nodes_5swap_layers.json
SV,I.json,001_17nodes_6swap_layers.json
SV,I.json,001_17nodes_7swap_layers.json
SV,I.json,001_17nodes_8swap_layers.json
SV,I.json,001_17nodes_9swap_layers.json
SV,I.json,001_18nodes_0swap_layers.json
SV,I.json,001_18nodes_10swap_layers.json
SV,I.json,001_18nodes_3swap_layers.json
SV,I.json,001_18nodes_4swap_layers.json
SV,I.json,001_18nodes_5swap_layers.json
SV,I.json,001_18nodes_6swap_layers.json
SV,I.json,001_18nodes_7swap_layers.json
SV,I.json,001_18nodes_8swap_layers.json
SV,I.json,001_18nodes_9swap_layers.json
SV,I.json,001_19nodes_0swap_layers.json
SV,I.json,001_19nodes_10swap_layers.json
SV,I.json,001_19nodes_1swap_layers.json
SV,I.json,001_19nodes_2swap_layers.json
SV,I.json,001_19nodes_3swap_layers.json
SV,I.json,001_19nodes_4swap_layers.json
SV,I.json,001_19nodes_6swap_layers.json
SV,I.json,001_19nodes_7swap_layers.json
SV,I.json,001_19nodes_8swap_layers.json
SV,I.json,001_19nodes_9swap_layers.json
SV,I.json,001_20nodes_0swap_layers.json
SV,I.json,001_20nodes_10swap_layers.json
SV,I.json,001_20nodes_2swap_layers.json
SV,I.json,001_20nodes_4swap_layers.json
SV,I.json,001_20nodes_6swap_layers.json
SV,I.json,001_20nodes_8swap_layers.json
SV,I.json,002_15nodes_1swap_layers.json
SV,I.json,002_15nodes_2swap_layers.json
SV,I.json,002_15nodes_3swap_layers.json
SV,I.json,002_15nodes_4swap_layers.json
SV,I.json,002_15nodes_5swap_layers.json
SV,I.json,002_15nodes_8swap_layers.json
SV,I.json,002_15nodes_9swap_layers.json
SV,I.json,002_16nodes_0swap_layers.json
SV,I.json,002_16nodes_10swap_layers.json
SV,I.json,002_16nodes_1swap_layers.json
SV,I.json,002_16nodes_2swap_layers.json
SV,I.json,002_16nodes_3swap_layers.json
SV,I.json,002_16nodes_4swap_layers.json
SV,I.json,002_16nodes_5swap_layers.json
SV,I.json,002_16nodes_7swap_layers.json
SV,I.json,002_16nodes_9swap_layers.json
SV,I.json,002_17nodes_0swap_layers.json
SV,I.json,002_17nodes_10swap_layers.json
SV,I.json,002_17nodes_1swap_layers.json
SV,I.json,002_17nodes_2swap_layers.json
SV,I.json,002_17nodes_3swap_layers.json
SV,I.json,002_17nodes_4swap_layers.json
SV,I.json,002_17nodes_5swap_layers.json
SV,I.json,002_17nodes_6swap_layers.json
SV,I.json,002_17nodes_7swap_layers.json
SV,I.json,002_17nodes_8swap_layers.json
SV,I.json,002_17nodes_9swap_layers.json
SV,I.json,002_18nodes_0swap_layers.json
SV,I.json,002_18nodes_10swap_layers.json
SV,I.json,002_18nodes_1swap_layers.json
SV,I.json,002_18nodes_2swap_layers.json
SV,I.json,002_18nodes_3swap_layers.json
SV,I.json,002_18nodes_4swap_layers.json
SV,I.json,002_18nodes_5swap_layers.json
SV,I.json,002_18nodes_6swap_layers.json
SV,I.json,002_18nodes_7swap_layers.json
SV,I.json,002_18nodes_8swap_layers.json
SV,I.json,002_18nodes_9swap_layers.json
SV,I.json,002_19nodes_0swap_layers.json
SV,I.json,002_19nodes_10swap_layers.json
SV,I.json,002_19nodes_1swap_layers.json
SV,I.json,002_19nodes_2swap_layers.json
SV,I.json,002_19nodes_3swap_layers.json
SV,I.json,002_19nodes_4swap_layers.json
SV,I.json,002_19nodes_5swap_layers.json
SV,I.json,002_19nodes_6swap_layers.json
SV,I.json,002_19nodes_7swap_layers.json
SV,I.json,002_19nodes_8swap_layers.json
SV,I.json,002_19nodes_9swap_layers.json
SV,I.json,002_20nodes_0swap_layers.json
SV,I.json,002_20nodes_10swap_layers.json
SV,I.json,002_20nodes_2swap_layers.json
SV,I.json,002_20nodes_4swap_layers.json
SV,I.json,002_20nodes_6swap_layers.json
SV,I.json,002_20nodes_8swap_layers.json
SV,F.json,001_16nodes_10swap_layers.json
SV,F.json,001_16nodes_1swap_layers.json
SV,F.json,001_16nodes_2swap_layers.json
SV,F.json,001_16nodes_3swap_layers.json
SV,F.json,001_16nodes_4swap_layers.json
SV,F.json,001_16nodes_5swap_layers.json
SV,F.json,001_16nodes_6swap_layers.json
SV,F.json,001_16nodes_7swap_layers.json
SV,F.json,001_16nodes_8swap_layers.json
SV,F.json,001_17nodes_10swap_layers.json
SV,F.json,001_17nodes_1swap_layers.json
SV,F.json,001_17nodes_2swap_layers.json
SV,F.json,001_17nodes_3swap_layers.json
SV,F.json,001_17nodes_4swap_layers.json
SV,F.json,001_17nodes_5swap_layers.json
SV,F.json,001_17nodes_6swap_layers.json
SV,F.json,001_17nodes_8swap_layers.json
SV,F.json,001_17nodes_9swap_layers.json
SV,F.json,001_18nodes_0swap_layers.json
SV,F.json,001_18nodes_10swap_layers.json
SV,F.json,001_18nodes_1swap_layers.json
SV,F.json,001_18nodes_2swap_layers.json
SV,F.json,001_18nodes_4swap_layers.json
SV,F.json,001_18nodes_5swap_layers.json
SV,F.json,001_18nodes_6swap_layers.json
SV,F.json,001_18nodes_7swap_layers.json
SV,F.json,001_18nodes_8swap_layers.json
SV,F.json,001_18nodes_9swap_layers.json
SV,F.json,001_19nodes_0swap_layers.json
SV,F.json,001_19nodes_10swap_layers.json
SV,F.json,001_19nodes_1swap_layers.json
SV,F.json,001_19nodes_2swap_layers.json
SV,F.json,001_19nodes_3swap_layers.json
SV,F.json,001_19nodes_4swap_layers.json
SV,F.json,001_19nodes_5swap_layers.json
SV,F.json,001_19nodes_6swap_layers.json
SV,F.json,001_19nodes_7swap_layers.json
SV,F.json,001_19nodes_8swap_layers.json
SV,F.json,001_19nodes_9swap_layers.json
SV,F.json,001_20nodes_0swap_layers.json
SV,F.json,001_20nodes_10swap_layers.json
SV,F.json,001_20nodes_2swap_layers.json
SV,F.json,001_20nodes_4swap_layers.json
SV,F.json,001_20nodes_6swap_layers.json
SV,F.json,001_20nodes_8swap_layers.json
SV,F.json,002_15nodes_2swap_layers.json
SV,F.json,002_15nodes_4swap_layers.json
SV,F.json,002_15nodes_6swap_layers.json
SV,F.json,002_15nodes_7swap_layers.json
SV,F.json,002_15nodes_9swap_layers.json
SV,F.json,002_16nodes_0swap_layers.json
SV,F.json,002_16nodes_10swap_layers.json
SV,F.json,002_16nodes_1swap_layers.json
SV,F.json,002_16nodes_2swap_layers.json
SV,F.json,002_16nodes_3swap_layers.json
SV,F.json,002_16nodes_4swap_layers.json
SV,F.json,002_16nodes_5swap_layers.json
SV,F.json,002_16nodes_7swap_layers.json
SV,F.json,002_16nodes_8swap_layers.json
SV,F.json,002_16nodes_9swap_layers.json
SV,F.json,002_17nodes_0swap_layers.json
SV,F.json,002_17nodes_10swap_layers.json
SV,F.json,002_17nodes_1swap_layers.json
SV,F.json,002_17nodes_2swap_layers.json
SV,F.json,002_17nodes_3swap_layers.json
SV,F.json,002_17nodes_4swap_layers.json
SV,F.json,002_17nodes_5swap_layers.json
SV,F.json,002_17nodes_6swap_layers.json
SV,F.json,002_17nodes_7swap_layers.json
SV,F.json,002_17nodes_8swap_layers.json
SV,F.json,002_17nodes_9swap_layers.json
SV,F.json,002_18nodes_0swap_layers.json
SV,F.json,002_18nodes_10swap_layers.json
SV,F.json,002_18nodes_1swap_layers.json
SV,F.json,002_18nodes_2swap_layers.json
SV,F.json,002_18nodes_3swap_layers.json
SV,F.json,002_18nodes_4swap_layers.json
SV,F.json,002_18nodes_5swap_layers.json
SV,F.json,002_18nodes_6swap_layers.json
SV,F.json,002_18nodes_7swap_layers.json
SV,F.json,002_18nodes_8swap_layers.json
SV,F.json,002_18nodes_9swap_layers.json
SV,F.json,002_19nodes_0swap_layers.json
SV,F.json,002_19nodes_10swap_layers.json
SV,F.json,002_19nodes_1swap_layers.json
SV,F.json,002_19nodes_2swap_layers.json
SV,F.json,002_19nodes_3swap_layers.json
SV,F.json,002_19nodes_4swap_layers.json
SV,F.json,002_19nodes_5swap_layers.json
SV,F.json,002_19nodes_6swap_layers.json
SV,F.json,002_19nodes_7swap_layers.json
SV,F.json,002_19nodes_8swap_layers.json
SV,F.json,002_19nodes_9swap_layers.json
SV,F.json,002_20nodes_0swap_layers.json
SV,F.json,002_20nodes_10swap_layers.json
SV,F.json,002_20nodes_2swap_layers.json
SV,F.json,002_20nodes_4swap_layers.json
SV,F.json,002_20nodes_6swap_layers.json
SV,F.json,002_20nodes_8swap_layers.json
SV,FA_opt.json,001_10nodes_random4regular.json
SV,FA_opt.json,001_10nodes_random5regular.json
SV,FA_opt.json,001_10nodes_random6regular.json
SV,FA_opt.json,001_10nodes_random7regular.json
SV,FA_opt.json,001_10nodes_random8regular.json
SV,FA_opt.json,001_10nodes_random9regular.json
SV,FA_opt.json,001_11nodes_random4regular.json
SV,FA_opt.json,001_11nodes_random6regular.json
SV,FA_opt.json,001_11nodes_random8regular.json
SV,FA_opt.json,001_12nodes_random4regular.json
SV,FA_opt.json,001_12nodes_random5regular.json
SV,FA_opt.json,001_12nodes_random6regular.json
SV,FA_opt.json,001_12nodes_random7regular.json
SV,FA_opt.json,001_12nodes_random8regular.json
SV,FA_opt.json,001_12nodes_random9regular.json
SV,FA_opt.json,001_13nodes_random4regular.json
SV,FA_opt.json,001_13nodes_random6regular.json
SV,FA_opt.json,001_13nodes_random8regular.json
SV,FA_opt.json,001_14nodes_random4regular.json
SV,FA_opt.json,001_14nodes_random5regular.json
SV,FA_opt.json,001_14nodes_random6regular.json
SV,FA_opt.json,001_14nodes_random7regular.json
SV,FA_opt.json,001_14nodes_random8regular.json
SV,FA_opt.json,001_14nodes_random9regular.json
SV,FA_opt.json,001_15nodes_random4regular.json
SV,FA_opt.json,001_15nodes_random6regular.json
SV,FA_opt.json,001_15nodes_random8regular.json
SV,FA_opt.json,006_10nodes_random4regular.json
SV,FA_opt.json,006_10nodes_random5regular.json
SV,FA_opt.json,006_10nodes_random6regular.json
SV,FA_opt.json,006_10nodes_random7regular.json
SV,FA_opt.json,006_10nodes_random8regular.json
SV,FA_opt.json,006_10nodes_random9regular.json
SV,FA_opt.json,006_11nodes_random4regular.json
SV,FA_opt.json,006_11nodes_random6regular.json
SV,FA_opt.json,006_11nodes_random8regular.json
SV,FA_opt.json,006_12nodes_random4regular.json
SV,FA_opt.json,006_12nodes_random5regular.json
SV,FA_opt.json,006_12nodes_random6regular.json
SV,FA_opt.json,006_12nodes_random7regular.json
SV,FA_opt.json,006_12nodes_random8regular.json
SV,FA_opt.json,006_12nodes_random9regular.json
SV,FA_opt.json,006_13nodes_random4regular.json
SV,FA_opt.json,006_13nodes_random6regular.json
SV,FA_opt.json,006_13nodes_random8regular.json
SV,FA_opt.json,006_14nodes_random4regular.json
SV,FA_opt.json,006_14nodes_random5regular.json
SV,FA_opt.json,006_14nodes_random6regular.json
SV,FA_opt.json,006_14nodes_random7regular.json
SV,FA_opt.json,006_14nodes_random8regular.json
SV,FA_opt.json,006_14nodes_random9regular.json
SV,FA_opt.json,006_15nodes_random4regular.json
SV,FA_opt.json,006_15nodes_random6regular.json
SV,FA_opt.json,006_15nodes_random8regular.json
SV,FA_opt.json,006_16nodes_random4regular.json
SV,FA_opt.json,006_16nodes_random5regular.json
SV,FA_opt.json,006_16nodes_random6regular.json
SV,FA_opt.json,006_16nodes_random7regular.json
SV,FA_opt.json,006_16nodes_random8regular.json
SV,FA_opt.json,006_16nodes_random9regular.json
SV,FA_opt.json,006_17nodes_random4regular.json
SV,FA_opt.json,006_17nodes_random6regular.json
SV,FA_opt.json,006_17nodes_random8regular.json
SV,FA_opt.json,006_18nodes_random4regular.json
SV,FA_opt.json,006_18nodes_random5regular.json
SV,FA_opt.json,006_18nodes_random6regular.json
SV,FA_opt.json,006_18nodes_random7regular.json
SV,FA_opt.json,006_18nodes_random8regular.json
SV,FA_opt.json,006_18nodes_random9regular.json
SV,FA_opt.json,006_19nodes_random4regular.json
SV,FA_opt.json,006_19nodes_random6regular.json
SV,FA_opt.json,006_19nodes_random8regular.json
SV,FA_opt.json,007_10nodes_random4regular.json
SV,FA_opt.json,007_10nodes_random5regular.json
SV,FA_opt.json,007_10nodes_random6regular.json
SV,FA_opt.json,007_10nodes_random7regular.json
SV,FA_opt.json,007_10nodes_random8regular.json
SV,FA_opt.json,007_10nodes_random9regular.json
SV,FA_opt.json,007_11nodes_random4regular.json
SV,FA_opt.json,007_11nodes_random6regular.json
SV,FA_opt.json,007_11nodes_random8regular.json
SV,FA_opt.json,007_12nodes_random4regular.json
SV,FA_opt.json,007_12nodes_random5regular.json
SV,FA_opt.json,007_12nodes_random6regular.json
SV,FA_opt.json,007_12nodes_random7regular.json
SV,FA_opt.json,007_12nodes_random8regular.json
SV,FA_opt.json,007_12nodes_random9regular.json
SV,FA_opt.json,007_13nodes_random4regular.json
SV,FA_opt.json,007_13nodes_random6regular.json
SV,FA_opt.json,007_13nodes_random8regular.json
SV,FA_opt.json,007_14nodes_random4regular.json
SV,FA_opt.json,007_14nodes_random5regular.json
SV,FA_opt.json,007_14nodes_random6regular.json
SV,FA_opt.json,007_14nodes_random7regular.json
SV,FA_opt.json,007_14nodes_random8regular.json
SV,FA_opt.json,007_14nodes_random9regular.json
SV,FA_opt.json,007_15nodes_random4regular.json
SV,FA_opt.json,007_15nodes_random6regular.json
SV,FA_opt.json,007_15nodes_random8regular.json
SV,FA_opt.json,007_16nodes_random4regular.json
SV,FA_opt.json,007_16nodes_random5regular.json
SV,FA_opt.json,007_16nodes_random6regular.json
SV,FA_opt.json,007_16nodes_random7regular.json
SV,FA_opt.json,007_16nodes_random8regular.json
SV,FA_opt.json,007_16nodes_random9regular.json
SV,FA_opt.json,007_17nodes_random4regular.json
SV,FA_opt.json,007_17nodes_random6regular.json
SV,FA_opt.json,007_17nodes_random8regular.json
SV,FA_opt.json,007_18nodes_random4regular.json
SV,FA_opt.json,007_18nodes_random5regular.json
SV,FA_opt.json,007_18nodes_random6regular.json
