,evaluation,with_aer,method,depth,graph_type,evaluation_label,method_label,instance
5,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,001_7_3_heavyhex_144nodes_weighted.json
14,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,002_50nodes_erdosrenyi20percent.json
13,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,002_7_3_heavyhex_144nodes_weighted.json
31,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,003_50nodes_erdosrenyi20percent.json
28,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,003_7_3_heavyhex_144nodes_weighted.json
21,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,004_50nodes_erdosrenyi20percent.json
4,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,004_7_3_heavyhex_144nodes_weighted.json
10,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,005_50nodes_erdosrenyi20percent.json
27,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,005_7_3_heavyhex_144nodes_weighted.json
2,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,006_50nodes_erdosrenyi20percent.json
30,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,006_7_3_heavyhex_144nodes_weighted.json
12,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,007_50nodes_erdosrenyi20percent.json
17,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,007_7_3_heavyhex_144nodes_weighted.json
23,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,008_50nodes_erdosrenyi20percent.json
18,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,008_7_3_heavyhex_144nodes_weighted.json
25,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,009_50nodes_erdosrenyi20percent.json
11,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,009_7_3_heavyhex_144nodes_weighted.json
750,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
743,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
771,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
748,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
763,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
762,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
751,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
766,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
746,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
744,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
756,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
752,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
749,SV,,LR_SV_angle_opt.json,1,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
742,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
753,SV,,LR_SV_angle_opt.json,1,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
774,SV,,LR_SV_angle_opt.json,1,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
769,SV,,LR_SV_angle_opt.json,1,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
747,SV,,LR_SV_angle_opt.json,1,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
770,SV,,LR_SV_angle_opt.json,1,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
764,SV,,LR_SV_angle_opt.json,1,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
765,SV,,LR_SV_angle_opt.json,1,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
775,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
741,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
754,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
768,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
772,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
759,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
776,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
757,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
758,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
767,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
755,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
760,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
740,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
773,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
761,SV,,LR_SV_angle_opt.json,1,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
745,SV,,LR_SV_angle_opt.json,1,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
935,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
928,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
956,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
933,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
948,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
947,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
934,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
951,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
931,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
929,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
941,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
937,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
936,SV,,LR_SV_angle_opt.json,2,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
927,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
938,SV,,LR_SV_angle_opt.json,2,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
959,SV,,LR_SV_angle_opt.json,2,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
954,SV,,LR_SV_angle_opt.json,2,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
932,SV,,LR_SV_angle_opt.json,2,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
955,SV,,LR_SV_angle_opt.json,2,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
949,SV,,LR_SV_angle_opt.json,2,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
950,SV,,LR_SV_angle_opt.json,2,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
960,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
926,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
939,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
953,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
957,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
944,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
961,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
942,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
943,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
952,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
940,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
945,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
925,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
958,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
946,SV,,LR_SV_angle_opt.json,2,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
930,SV,,LR_SV_angle_opt.json,2,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
787,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
780,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
808,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
785,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
800,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
799,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
788,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
802,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
783,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
781,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
793,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
789,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
786,SV,,LR_SV_angle_opt.json,3,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
779,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
790,SV,,LR_SV_angle_opt.json,3,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
812,SV,,LR_SV_angle_opt.json,3,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
806,SV,,LR_SV_angle_opt.json,3,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
784,SV,,LR_SV_angle_opt.json,3,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
807,SV,,LR_SV_angle_opt.json,3,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
801,SV,,LR_SV_angle_opt.json,3,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
803,SV,,LR_SV_angle_opt.json,3,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
811,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
778,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
791,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
805,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
809,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
796,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
813,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
794,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
795,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
804,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
792,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
797,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
777,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
810,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
798,SV,,LR_SV_angle_opt.json,3,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
782,SV,,LR_SV_angle_opt.json,3,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
714,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
706,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
734,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
711,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
726,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
725,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
712,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
729,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
709,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
707,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
719,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
715,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
713,SV,,LR_SV_angle_opt.json,4,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
705,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
716,SV,,LR_SV_angle_opt.json,4,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
736,SV,,LR_SV_angle_opt.json,4,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
732,SV,,LR_SV_angle_opt.json,4,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
710,SV,,LR_SV_angle_opt.json,4,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
733,SV,,LR_SV_angle_opt.json,4,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
727,SV,,LR_SV_angle_opt.json,4,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
728,SV,,LR_SV_angle_opt.json,4,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
737,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
704,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
717,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
731,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
735,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
722,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
739,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
720,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
721,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
730,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
718,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
723,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
703,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
738,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
724,SV,,LR_SV_angle_opt.json,4,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
708,SV,,LR_SV_angle_opt.json,4,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
602,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
595,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
623,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
600,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
615,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
614,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
601,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
618,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
598,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
596,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
608,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
604,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
603,SV,,LR_SV_angle_opt.json,5,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
594,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
605,SV,,LR_SV_angle_opt.json,5,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
627,SV,,LR_SV_angle_opt.json,5,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
621,SV,,LR_SV_angle_opt.json,5,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
599,SV,,LR_SV_angle_opt.json,5,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
622,SV,,LR_SV_angle_opt.json,5,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
616,SV,,LR_SV_angle_opt.json,5,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
617,SV,,LR_SV_angle_opt.json,5,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
626,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
593,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
606,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
620,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
624,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
611,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
628,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
609,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
610,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
619,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
607,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
612,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
592,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
625,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
613,SV,,LR_SV_angle_opt.json,5,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
597,SV,,LR_SV_angle_opt.json,5,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
676,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
669,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
697,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
674,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
689,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
688,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
677,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
691,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
672,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
670,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
682,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
678,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
675,SV,,LR_SV_angle_opt.json,6,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
668,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
679,SV,,LR_SV_angle_opt.json,6,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
699,SV,,LR_SV_angle_opt.json,6,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
695,SV,,LR_SV_angle_opt.json,6,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
673,SV,,LR_SV_angle_opt.json,6,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
696,SV,,LR_SV_angle_opt.json,6,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
690,SV,,LR_SV_angle_opt.json,6,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
692,SV,,LR_SV_angle_opt.json,6,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
700,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
667,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
680,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
694,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
698,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
685,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
702,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
683,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
684,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
693,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
681,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
686,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
666,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
