,evaluation,with_aer,method,depth,graph_type,evaluation_label,method_label,instance
98,PP,,RTS_PP.json,2,line_to_full,PP,Recursive TS,001_100nodes_9swap_layers.json
81,PP,,RTS_PP.json,2,random_regular,PP,Recursive TS,001_100nodes_random3regular.json
93,PP,,RTS_PP.json,2,random_regular,PP,Recursive TS,001_100nodes_random4regular.json
74,PP,,RTS_PP.json,2,random_regular,PP,Recursive TS,001_100nodes_random5regular.json
77,PP,,RTS_PP.json,2,random_regular,PP,Recursive TS,001_100nodes_random6regular.json
108,PP,,RTS_PP.json,2,random_regular,PP,Recursive TS,001_100nodes_random7regular.json
94,PP,,RTS_PP.json,2,random_regular,PP,Recursive TS,001_100nodes_random8regular.json
82,PP,,RTS_PP.json,2,random_regular,PP,Recursive TS,001_100nodes_random9regular.json
109,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,001_50nodes_erdosrenyi20percent.json
79,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,001_7_3_heavyhex_144nodes_weighted.json
88,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,002_50nodes_erdosrenyi20percent.json
87,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,002_7_3_heavyhex_144nodes_weighted.json
104,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,003_50nodes_erdosrenyi20percent.json
101,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,003_7_3_heavyhex_144nodes_weighted.json
95,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,004_50nodes_erdosrenyi20percent.json
78,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,004_7_3_heavyhex_144nodes_weighted.json
84,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,005_50nodes_erdosrenyi20percent.json
102,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,005_7_3_heavyhex_144nodes_weighted.json
76,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,006_50nodes_erdosrenyi20percent.json
103,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,006_7_3_heavyhex_144nodes_weighted.json
85,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,007_50nodes_erdosrenyi20percent.json
91,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,007_7_3_heavyhex_144nodes_weighted.json
97,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,008_50nodes_erdosrenyi20percent.json
92,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,008_7_3_heavyhex_144nodes_weighted.json
99,PP,,RTS_PP.json,2,erdos_renyi,PP,Recursive TS,009_50nodes_erdosrenyi20percent.json
86,PP,,RTS_PP.json,2,heavy_hex,PP,Recursive TS,009_7_3_heavyhex_144nodes_weighted.json
112,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,000_50nodes_erdosrenyi20percent.json
147,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,000_7_3_heavyhex_144nodes_weighted.json
146,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_10swap_layers.json
121,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_1swap_layers.json
128,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_2swap_layers.json
144,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_3swap_layers.json
127,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_4swap_layers.json
143,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_5swap_layers.json
137,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_6swap_layers.json
117,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_7swap_layers.json
142,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_8swap_layers.json
136,PP,,RTS_PP.json,3,line_to_full,PP,Recursive TS,001_100nodes_9swap_layers.json
118,PP,,RTS_PP.json,3,random_regular,PP,Recursive TS,001_100nodes_random3regular.json
131,PP,,RTS_PP.json,3,random_regular,PP,Recursive TS,001_100nodes_random4regular.json
111,PP,,RTS_PP.json,3,random_regular,PP,Recursive TS,001_100nodes_random5regular.json
114,PP,,RTS_PP.json,3,random_regular,PP,Recursive TS,001_100nodes_random6regular.json
145,PP,,RTS_PP.json,3,random_regular,PP,Recursive TS,001_100nodes_random7regular.json
132,PP,,RTS_PP.json,3,random_regular,PP,Recursive TS,001_100nodes_random8regular.json
119,PP,,RTS_PP.json,3,random_regular,PP,Recursive TS,001_100nodes_random9regular.json
120,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,001_50nodes_erdosrenyi20percent.json
115,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,001_7_3_heavyhex_144nodes_weighted.json
126,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,002_50nodes_erdosrenyi20percent.json
125,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,002_7_3_heavyhex_144nodes_weighted.json
141,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,003_50nodes_erdosrenyi20percent.json
139,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,003_7_3_heavyhex_144nodes_weighted.json
133,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,004_50nodes_erdosrenyi20percent.json
116,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,004_7_3_heavyhex_144nodes_weighted.json
122,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,005_50nodes_erdosrenyi20percent.json
138,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,005_7_3_heavyhex_144nodes_weighted.json
113,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,006_50nodes_erdosrenyi20percent.json
140,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,006_7_3_heavyhex_144nodes_weighted.json
124,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,007_50nodes_erdosrenyi20percent.json
129,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,007_7_3_heavyhex_144nodes_weighted.json
134,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,008_50nodes_erdosrenyi20percent.json
130,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,008_7_3_heavyhex_144nodes_weighted.json
135,PP,,RTS_PP.json,3,erdos_renyi,PP,Recursive TS,009_50nodes_erdosrenyi20percent.json
123,PP,,RTS_PP.json,3,heavy_hex,PP,Recursive TS,009_7_3_heavyhex_144nodes_weighted.json
149,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,000_50nodes_erdosrenyi20percent.json
184,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,000_7_3_heavyhex_144nodes_weighted.json
170,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_10swap_layers.json
157,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_1swap_layers.json
164,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_2swap_layers.json
181,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_3swap_layers.json
163,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_4swap_layers.json
180,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_5swap_layers.json
174,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_6swap_layers.json
154,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_7swap_layers.json
179,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_8swap_layers.json
173,PP,,RTS_PP.json,4,line_to_full,PP,Recursive TS,001_100nodes_9swap_layers.json
155,PP,,RTS_PP.json,4,random_regular,PP,Recursive TS,001_100nodes_random3regular.json
167,PP,,RTS_PP.json,4,random_regular,PP,Recursive TS,001_100nodes_random4regular.json
148,PP,,RTS_PP.json,4,random_regular,PP,Recursive TS,001_100nodes_random5regular.json
151,PP,,RTS_PP.json,4,random_regular,PP,Recursive TS,001_100nodes_random6regular.json
182,PP,,RTS_PP.json,4,random_regular,PP,Recursive TS,001_100nodes_random7regular.json
168,PP,,RTS_PP.json,4,random_regular,PP,Recursive TS,001_100nodes_random8regular.json
156,PP,,RTS_PP.json,4,random_regular,PP,Recursive TS,001_100nodes_random9regular.json
183,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,001_50nodes_erdosrenyi20percent.json
153,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,001_7_3_heavyhex_144nodes_weighted.json
162,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,002_50nodes_erdosrenyi20percent.json
161,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,002_7_3_heavyhex_144nodes_weighted.json
177,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,003_50nodes_erdosrenyi20percent.json
176,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,003_7_3_heavyhex_144nodes_weighted.json
169,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,004_50nodes_erdosrenyi20percent.json
152,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,004_7_3_heavyhex_144nodes_weighted.json
158,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,005_50nodes_erdosrenyi20percent.json
175,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,005_7_3_heavyhex_144nodes_weighted.json
150,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,006_50nodes_erdosrenyi20percent.json
178,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,006_7_3_heavyhex_144nodes_weighted.json
160,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,007_50nodes_erdosrenyi20percent.json
165,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,007_7_3_heavyhex_144nodes_weighted.json
171,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,008_50nodes_erdosrenyi20percent.json
166,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,008_7_3_heavyhex_144nodes_weighted.json
172,PP,,RTS_PP.json,4,erdos_renyi,PP,Recursive TS,009_50nodes_erdosrenyi20percent.json
159,PP,,RTS_PP.json,4,heavy_hex,PP,Recursive TS,009_7_3_heavyhex_144nodes_weighted.json
187,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,000_50nodes_erdosrenyi20percent.json
221,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,000_7_3_heavyhex_144nodes_weighted.json
220,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_10swap_layers.json
195,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_1swap_layers.json
202,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_2swap_layers.json
218,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_3swap_layers.json
201,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_4swap_layers.json
217,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_5swap_layers.json
211,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_6swap_layers.json
191,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_7swap_layers.json
216,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_8swap_layers.json
209,PP,,RTS_PP.json,5,line_to_full,PP,Recursive TS,001_100nodes_9swap_layers.json
192,PP,,RTS_PP.json,5,random_regular,PP,Recursive TS,001_100nodes_random3regular.json
205,PP,,RTS_PP.json,5,random_regular,PP,Recursive TS,001_100nodes_random4regular.json
185,PP,,RTS_PP.json,5,random_regular,PP,Recursive TS,001_100nodes_random5regular.json
188,PP,,RTS_PP.json,5,random_regular,PP,Recursive TS,001_100nodes_random6regular.json
219,PP,,RTS_PP.json,5,random_regular,PP,Recursive TS,001_100nodes_random7regular.json
206,PP,,RTS_PP.json,5,random_regular,PP,Recursive TS,001_100nodes_random8regular.json
193,PP,,RTS_PP.json,5,random_regular,PP,Recursive TS,001_100nodes_random9regular.json
194,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,001_50nodes_erdosrenyi20percent.json
190,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,001_7_3_heavyhex_144nodes_weighted.json
200,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,002_50nodes_erdosrenyi20percent.json
199,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,002_7_3_heavyhex_144nodes_weighted.json
215,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,003_50nodes_erdosrenyi20percent.json
213,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,003_7_3_heavyhex_144nodes_weighted.json
207,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,004_50nodes_erdosrenyi20percent.json
189,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,004_7_3_heavyhex_144nodes_weighted.json
196,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,005_50nodes_erdosrenyi20percent.json
212,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,005_7_3_heavyhex_144nodes_weighted.json
186,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,006_50nodes_erdosrenyi20percent.json
214,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,006_7_3_heavyhex_144nodes_weighted.json
197,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,007_50nodes_erdosrenyi20percent.json
203,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,007_7_3_heavyhex_144nodes_weighted.json
208,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,008_50nodes_erdosrenyi20percent.json
204,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,008_7_3_heavyhex_144nodes_weighted.json
210,PP,,RTS_PP.json,5,erdos_renyi,PP,Recursive TS,009_50nodes_erdosrenyi20percent.json
198,PP,,RTS_PP.json,5,heavy_hex,PP,Recursive TS,009_7_3_heavyhex_144nodes_weighted.json
38,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,000_50nodes_erdosrenyi20percent.json
73,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,000_7_3_heavyhex_144nodes_weighted.json
72,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_10swap_layers.json
47,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_1swap_layers.json
54,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_2swap_layers.json
70,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_3swap_layers.json
53,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_4swap_layers.json
69,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_5swap_layers.json
63,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_6swap_layers.json
43,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_7swap_layers.json
66,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_8swap_layers.json
61,PP,,RTS_PP.json,6,line_to_full,PP,Recursive TS,001_100nodes_9swap_layers.json
44,PP,,RTS_PP.json,6,random_regular,PP,Recursive TS,001_100nodes_random3regular.json
57,PP,,RTS_PP.json,6,random_regular,PP,Recursive TS,001_100nodes_random4regular.json
37,PP,,RTS_PP.json,6,random_regular,PP,Recursive TS,001_100nodes_random5regular.json
40,PP,,RTS_PP.json,6,random_regular,PP,Recursive TS,001_100nodes_random6regular.json
71,PP,,RTS_PP.json,6,random_regular,PP,Recursive TS,001_100nodes_random7regular.json
58,PP,,RTS_PP.json,6,random_regular,PP,Recursive TS,001_100nodes_random8regular.json
45,PP,,RTS_PP.json,6,random_regular,PP,Recursive TS,001_100nodes_random9regular.json
46,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,001_50nodes_erdosrenyi20percent.json
41,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,001_7_3_heavyhex_144nodes_weighted.json
52,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,002_50nodes_erdosrenyi20percent.json
51,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,002_7_3_heavyhex_144nodes_weighted.json
68,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,003_50nodes_erdosrenyi20percent.json
64,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,003_7_3_heavyhex_144nodes_weighted.json
59,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,004_50nodes_erdosrenyi20percent.json
42,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,004_7_3_heavyhex_144nodes_weighted.json
48,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,005_50nodes_erdosrenyi20percent.json
65,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,005_7_3_heavyhex_144nodes_weighted.json
39,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,006_50nodes_erdosrenyi20percent.json
67,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,006_7_3_heavyhex_144nodes_weighted.json
50,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,007_50nodes_erdosrenyi20percent.json
55,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,007_7_3_heavyhex_144nodes_weighted.json
60,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,008_50nodes_erdosrenyi20percent.json
56,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,008_7_3_heavyhex_144nodes_weighted.json
62,PP,,RTS_PP.json,6,erdos_renyi,PP,Recursive TS,009_50nodes_erdosrenyi20percent.json
49,PP,,RTS_PP.json,6,heavy_hex,PP,Recursive TS,009_7_3_heavyhex_144nodes_weighted.json
224,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,000_50nodes_erdosrenyi20percent.json
258,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,000_7_3_heavyhex_144nodes_weighted.json
244,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_10swap_layers.json
231,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_1swap_layers.json
238,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_2swap_layers.json
255,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_3swap_layers.json
237,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_4swap_layers.json
254,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_5swap_layers.json
248,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_6swap_layers.json
228,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_7swap_layers.json
253,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_8swap_layers.json
247,PP,,RTS_PP.json,7,line_to_full,PP,Recursive TS,001_100nodes_9swap_layers.json
229,PP,,RTS_PP.json,7,random_regular,PP,Recursive TS,001_100nodes_random3regular.json
241,PP,,RTS_PP.json,7,random_regular,PP,Recursive TS,001_100nodes_random4regular.json
222,PP,,RTS_PP.json,7,random_regular,PP,Recursive TS,001_100nodes_random5regular.json
225,PP,,RTS_PP.json,7,random_regular,PP,Recursive TS,001_100nodes_random6regular.json
256,PP,,RTS_PP.json,7,random_regular,PP,Recursive TS,001_100nodes_random7regular.json
242,PP,,RTS_PP.json,7,random_regular,PP,Recursive TS,001_100nodes_random8regular.json
230,PP,,RTS_PP.json,7,random_regular,PP,Recursive TS,001_100nodes_random9regular.json
257,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,001_50nodes_erdosrenyi20percent.json
227,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,001_7_3_heavyhex_144nodes_weighted.json
236,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,002_50nodes_erdosrenyi20percent.json
235,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,002_7_3_heavyhex_144nodes_weighted.json
252,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,003_50nodes_erdosrenyi20percent.json
250,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,003_7_3_heavyhex_144nodes_weighted.json
243,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,004_50nodes_erdosrenyi20percent.json
226,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,004_7_3_heavyhex_144nodes_weighted.json
232,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,005_50nodes_erdosrenyi20percent.json
249,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,005_7_3_heavyhex_144nodes_weighted.json
223,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,006_50nodes_erdosrenyi20percent.json
251,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,006_7_3_heavyhex_144nodes_weighted.json
234,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,007_50nodes_erdosrenyi20percent.json
239,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,007_7_3_heavyhex_144nodes_weighted.json
245,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,008_50nodes_erdosrenyi20percent.json
240,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,008_7_3_heavyhex_144nodes_weighted.json
246,PP,,RTS_PP.json,7,erdos_renyi,PP,Recursive TS,009_50nodes_erdosrenyi20percent.json
233,PP,,RTS_PP.json,7,heavy_hex,PP,Recursive TS,009_7_3_heavyhex_144nodes_weighted.json
260,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,000_50nodes_erdosrenyi20percent.json
295,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,000_7_3_heavyhex_144nodes_weighted.json
294,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_10swap_layers.json
269,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_1swap_layers.json
276,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_2swap_layers.json
292,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_3swap_layers.json
275,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_4swap_layers.json
291,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_5swap_layers.json
285,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_6swap_layers.json
265,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_7swap_layers.json
290,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_8swap_layers.json
283,PP,,RTS_PP.json,8,line_to_full,PP,Recursive TS,001_100nodes_9swap_layers.json
266,PP,,RTS_PP.json,8,random_regular,PP,Recursive TS,001_100nodes_random3regular.json
279,PP,,RTS_PP.json,8,random_regular,PP,Recursive TS,001_100nodes_random4regular.json
259,PP,,RTS_PP.json,8,random_regular,PP,Recursive TS,001_100nodes_random5regular.json
262,PP,,RTS_PP.json,8,random_regular,PP,Recursive TS,001_100nodes_random6regular.json
293,PP,,RTS_PP.json,8,random_regular,PP,Recursive TS,001_100nodes_random7regular.json
280,PP,,RTS_PP.json,8,random_regular,PP,Recursive TS,001_100nodes_random8regular.json
267,PP,,RTS_PP.json,8,random_regular,PP,Recursive TS,001_100nodes_random9regular.json
268,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,001_50nodes_erdosrenyi20percent.json
264,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,001_7_3_heavyhex_144nodes_weighted.json
274,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,002_50nodes_erdosrenyi20percent.json
273,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,002_7_3_heavyhex_144nodes_weighted.json
288,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,003_50nodes_erdosrenyi20percent.json
286,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,003_7_3_heavyhex_144nodes_weighted.json
281,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,004_50nodes_erdosrenyi20percent.json
263,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,004_7_3_heavyhex_144nodes_weighted.json
270,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,005_50nodes_erdosrenyi20percent.json
287,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,005_7_3_heavyhex_144nodes_weighted.json
261,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,006_50nodes_erdosrenyi20percent.json
289,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,006_7_3_heavyhex_144nodes_weighted.json
271,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,007_50nodes_erdosrenyi20percent.json
277,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,007_7_3_heavyhex_144nodes_weighted.json
282,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,008_50nodes_erdosrenyi20percent.json
278,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,008_7_3_heavyhex_144nodes_weighted.json
284,PP,,RTS_PP.json,8,erdos_renyi,PP,Recursive TS,009_50nodes_erdosrenyi20percent.json
272,PP,,RTS_PP.json,8,heavy_hex,PP,Recursive TS,009_7_3_heavyhex_144nodes_weighted.json
1,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,000_50nodes_erdosrenyi20percent.json
36,PP,,RTS_PP.json,9,heavy_hex,PP,Recursive TS,000_7_3_heavyhex_144nodes_weighted.json
22,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_10swap_layers.json
9,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_1swap_layers.json
16,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_2swap_layers.json
33,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_3swap_layers.json
15,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_4swap_layers.json
32,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_5swap_layers.json
26,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_6swap_layers.json
6,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_7swap_layers.json
29,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_8swap_layers.json
24,PP,,RTS_PP.json,9,line_to_full,PP,Recursive TS,001_100nodes_9swap_layers.json
7,PP,,RTS_PP.json,9,random_regular,PP,Recursive TS,001_100nodes_random3regular.json
19,PP,,RTS_PP.json,9,random_regular,PP,Recursive TS,001_100nodes_random4regular.json
0,PP,,RTS_PP.json,9,random_regular,PP,Recursive TS,001_100nodes_random5regular.json
3,PP,,RTS_PP.json,9,random_regular,PP,Recursive TS,001_100nodes_random6regular.json
34,PP,,RTS_PP.json,9,random_regular,PP,Recursive TS,001_100nodes_random7regular.json
20,PP,,RTS_PP.json,9,random_regular,PP,Recursive TS,001_100nodes_random8regular.json
8,PP,,RTS_PP.json,9,random_regular,PP,Recursive TS,001_100nodes_random9regular.json
35,PP,,RTS_PP.json,9,erdos_renyi,PP,Recursive TS,001_50nodes_erdosrenyi20percent.json
