,instance,method,depth
262,008_70nodes_erdosrenyi20percent.json,LR_MPS_no_opt.json,6
222,008_70nodes_erdosrenyi20percent.json,LR_PP_angle_opt.json,6
182,008_70nodes_erdosrenyi20percent.json,LR_PP_no_opt.json,6
373,008_70nodes_erdosrenyi20percent.json,RTS_MPS.json,6
23,008_70nodes_erdosrenyi20percent.json,RTS_MPSAer.json,6
142,008_70nodes_erdosrenyi20percent.json,RTS_PP.json,6
338,008_70nodes_erdosrenyi20percent.json,TQA_MPS_opt.json,6
288,008_7_3_heavyhex_144nodes_weighted.json,F_MPS.json,6
398,008_7_3_heavyhex_144nodes_weighted.json,I_MPS.json,6
48,008_7_3_heavyhex_144nodes_weighted.json,LR_MPSAer_angle_opt.json,6
88,008_7_3_heavyhex_144nodes_weighted.json,LR_MPSAer_no_opt.json,6
438,008_7_3_heavyhex_144nodes_weighted.json,LR_MPS_angle_opt.json,6
248,008_7_3_heavyhex_144nodes_weighted.json,LR_MPS_no_opt.json,6
208,008_7_3_heavyhex_144nodes_weighted.json,LR_PP_angle_opt.json,6
168,008_7_3_heavyhex_144nodes_weighted.json,LR_PP_no_opt.json,6
358,008_7_3_heavyhex_144nodes_weighted.json,RTS_MPS.json,6
8,008_7_3_heavyhex_144nodes_weighted.json,RTS_MPSAer.json,6
128,008_7_3_heavyhex_144nodes_weighted.json,RTS_PP.json,6
300,009_100nodes_2swap_layers.json,F_MPS.json,6
410,009_100nodes_2swap_layers.json,I_MPS.json,6
60,009_100nodes_2swap_layers.json,LR_MPSAer_angle_opt.json,6
100,009_100nodes_2swap_layers.json,LR_MPSAer_no_opt.json,6
450,009_100nodes_2swap_layers.json,LR_MPS_angle_opt.json,6
260,009_100nodes_2swap_layers.json,LR_MPS_no_opt.json,6
220,009_100nodes_2swap_layers.json,LR_PP_angle_opt.json,6
180,009_100nodes_2swap_layers.json,LR_PP_no_opt.json,6
370,009_100nodes_2swap_layers.json,RTS_MPS.json,6
20,009_100nodes_2swap_layers.json,RTS_MPSAer.json,6
140,009_100nodes_2swap_layers.json,RTS_PP.json,6
336,009_100nodes_2swap_layers.json,TQA_MPS_opt.json,6
305,009_100nodes_random3regular.json,F_MPS.json,6
415,009_100nodes_random3regular.json,I_MPS.json,6
65,009_100nodes_random3regular.json,LR_MPSAer_angle_opt.json,6
105,009_100nodes_random3regular.json,LR_MPSAer_no_opt.json,6
455,009_100nodes_random3regular.json,LR_MPS_angle_opt.json,6
265,009_100nodes_random3regular.json,LR_MPS_no_opt.json,6
225,009_100nodes_random3regular.json,LR_PP_angle_opt.json,6
185,009_100nodes_random3regular.json,LR_PP_no_opt.json,6
375,009_100nodes_random3regular.json,RTS_MPS.json,6
25,009_100nodes_random3regular.json,RTS_MPSAer.json,6
145,009_100nodes_random3regular.json,RTS_PP.json,6
340,009_100nodes_random3regular.json,TQA_MPS_opt.json,6
310,009_70nodes_erdosrenyi20percent.json,F_MPS.json,6
420,009_70nodes_erdosrenyi20percent.json,I_MPS.json,6
70,009_70nodes_erdosrenyi20percent.json,LR_MPSAer_angle_opt.json,6
110,009_70nodes_erdosrenyi20percent.json,LR_MPSAer_no_opt.json,6
460,009_70nodes_erdosrenyi20percent.json,LR_MPS_angle_opt.json,6
270,009_70nodes_erdosrenyi20percent.json,LR_MPS_no_opt.json,6
230,009_70nodes_erdosrenyi20percent.json,LR_PP_angle_opt.json,6
190,009_70nodes_erdosrenyi20percent.json,LR_PP_no_opt.json,6
380,009_70nodes_erdosrenyi20percent.json,RTS_MPS.json,6
30,009_70nodes_erdosrenyi20percent.json,RTS_MPSAer.json,6
150,009_70nodes_erdosrenyi20percent.json,RTS_PP.json,6
344,009_70nodes_erdosrenyi20percent.json,TQA_MPS_opt.json,6
311,009_7_3_heavyhex_144nodes_weighted.json,F_MPS.json,6
421,009_7_3_heavyhex_144nodes_weighted.json,I_MPS.json,6
71,009_7_3_heavyhex_144nodes_weighted.json,LR_MPSAer_angle_opt.json,6
111,009_7_3_heavyhex_144nodes_weighted.json,LR_MPSAer_no_opt.json,6
461,009_7_3_heavyhex_144nodes_weighted.json,LR_MPS_angle_opt.json,6
271,009_7_3_heavyhex_144nodes_weighted.json,LR_MPS_no_opt.json,6
231,009_7_3_heavyhex_144nodes_weighted.json,LR_PP_angle_opt.json,6
191,009_7_3_heavyhex_144nodes_weighted.json,LR_PP_no_opt.json,6
381,009_7_3_heavyhex_144nodes_weighted.json,RTS_MPS.json,6
31,009_7_3_heavyhex_144nodes_weighted.json,RTS_MPSAer.json,6
151,009_7_3_heavyhex_144nodes_weighted.json,RTS_PP.json,6
